										X					
SPE5E415T3550	SPE5	5325015545628	56442571	01/02/2015	25	EA	INSERT,SCREW THREAD			T					
SPE5E415T3551	SPE5	5306016269059	55414774	01/02/2015	5	EA	BOLT,MACHINE			T					
SPE5E415T3553	SPE5	5306014339772	56323087	01/02/2015	3	EA	BOLT,RING			T					
SPE5E415T3554	SPE5	5306011746069	56319528	01/02/2015	12	EA	BOLT,MACHINE			T					
SPE5E415T3555	SPE5	5307016327384	56367130	01/02/2015	50	EA	STUD,SHOULDERED AND			T					
SPE5E415T3556	SPE5	5307011448870	56367520	01/02/2015	242	EA	STUD,PLAIN			T					
SPE5E415T3557	SPE5	5306016323570	56368729	01/02/2015	125	EA	BOLT,MACHINE			T					
SPE5E415T3558	SPE5	5325006410408	56161096	01/02/2015	25	EA	GROMMET,METALLIC			T					
SPE5E415T3559	SPE5	5306015930999	56439382	01/02/2015	125	EA	BOLT,SHEAR			T					
SPE5E415T3560	SPE5	5325016304989	56368633	01/02/2015	56	EA	GROMMET BLANK,NONME			T					
SPE5E415T3562	SPE5	5325010314286	55848623	01/02/2015	3334	EA	INSERT,SCREW THREAD			T					
SPE5E415T3564	SPE5	5306011296931	56422928	01/02/2015	10	EA	BOLT,CLOSE TOLERANC			T					
SPE5E415T3565	SPE5	5306016333720	56370244	01/02/2015	86	EA	BOLT,MACHINE			T					
SPE5E415T3566	SPE5	5306015103440	56438641	01/02/2015	3	EA	BOLT,MACHINE			T					
SPE5E415T3567	SPE5	5325013651220	56423244	01/02/2015	264	EA	INSERT,SCREW THREAD			T					
SPE5E415T3569	SPE5	5306016331162	56197794	01/02/2015	76	EA	BOLT,SHEAR			T					
SPE5E415T3570	SPE5	5306013042488	56423279	01/02/2015	7	EA	BOLT,SHEAR			T					
SPE5E415T3573	SPE5	5306012644213	56445041	01/02/2015	2	EA	BOLT,SHEAR			T					
SPE5E415T3574	SPE5	5325011539162	56444884	01/02/2015	100	EA	RING,RETAINING			T					
SPE5E415T3575	SPE5	5307015255673	56444989	01/02/2015	2	EA	STUD,PLAIN			T					
SPE5E415T3576	SPE5	5340013284756	56446505	01/02/2015	5	PG	HOOK,COAT AND HAT			T					
SPE5E715Q0166	SPE5	5310015224216	55870899	01/07/2015	212	EA	WASHER,SPRING TENSI			Q					
SPE5E715T2356	SPE5	5340005317479	56200408	12/26/14	59	EA	CATCH,FLUSH			T					
SPE5E715T2400	SPE5	5310013502226	56201341	12/26/14	166	EA	WASHER,FLAT			T					
SPE5E715T2566	SPE5	5315661471268	56234663	12/26/14	224	EA	PIN,SPRING			T					
SPE5E715T2588	SPE5	5315014509556	56282078	12/26/14	71	EA	PIN,SHOULDER,HEADLE			T					
SPE5E715T2597	SPE5	5310015965136	56251439	12/26/14	4	EA	WASHER,FLAT			T					
SPE5E715T2598	SPE5	5310011783706	56251682	12/26/14	26	EA	WASHER,FLAT			T					
SPE5E715T2601	SPE5	5310007798223	56286900	12/26/14	100	EA	NUT,PLAIN,SPLINE			T					
SPE5E715T2618	SPE5	5315010494252	56203164	12/26/14	45	EA	PIN,QUICK RELEASE			T					
SPE5E715T2621	SPE5	5310000648522	56266237	12/26/14	402	EA	NUT,SELF-LOCKING,HE			T					
SPE5E715T2626	SPE5	5310015928026	55979625	12/26/14	50	EA	WASHER,LOCK			T					
SPE5E715T2629	SPE5	5310009484002	56267616	12/26/14	1613	EA	WASHER,FLAT			T					
SPE5E715T2633	SPE5	5340016088078	56278828	12/26/14	1	EA	BRACKET,MOUNTING			T					
SPE5E715T2647	SPE5	5340015995672	56298114	12/26/14	429	EA	CLAMP,LOOP			T					
SPE5E715T2656	SPE5	5310006594619	56077478	12/26/14	92	EA	NUT,PLAIN,HEXAGON			T					
SPE5E715T2667	SPE5	5310002157510	55593054	12/26/14	50	EA	WASHER,FLAT			T					
SPE5E715T2669	SPE5	5340013953580	56202849	12/26/14	10	EA	STOP,MECHANICAL			T					
SPE5E715T2673	SPE5	5315001436052	56320502	12/26/14	155	EA	PIN,GROOVED,HEADED			T					
SPE5E715T2679	SPE5	5310011641139	56319326	12/26/14	12	FT	NUT ASSEMBLY,SELF-L			T					
SPE5E715T2694	SPE5	5310011224728	56101777	12/26/14	30	EA	NUT,SELF-LOCKING,PL			T					
SPE5E715T2696	SPE5	5315015225298	56269401	12/26/14	4	EA	PIN,STRAIGHT,HEADED			T					
SPE5E715T2697	SPE5	5340000224178	56303361	12/26/14	20	EA	STRAP,RETAINING			T					
SPE5E715T2698	SPE5	5315012778182	56287034	12/26/14	20	EA	PIN,QUICK RELEASE			T					
SPE5E715T2699	SPE5	5310014734445	56319731	12/26/14	60	EA	WASHER,FLAT			T					
SPE5E715T3040	SPE5	5310008524226	56476612	01/02/2015	50	EA	NUT,PLAIN,CASTELLAT			T					
SPE5E715T3041	SPE5	5315015307076	56477002	01/02/2015	336	EA	PIN,QUICK RELEASE			T					
SPE5E715T3043	SPE5	5310010540009	55583870	01/02/2015	2571	EA	NUT,SELF-LOCKING,SP			T					
SPE5E715T3044	SPE5	5315008915955	56439312	01/02/2015	782	EA	PIN,STRAIGHT,HEADLE			T					
SPE5E715T3045	SPE5	5310013522134	56281912	01/02/2015	154	EA	NUT,SELF-LOCKING,HE			T					
SPE5E715T3046	SPE5	5310015242335	56439100	01/02/2015	209	EA	NUT,PLAIN,HEXAGON			T					
SPE5E715T3047	SPE5	5310014335836	56438049	01/02/2015	1613	EA	WASHER,FLAT			T					
SPE5E715T3048	SPE5	5315014364363	56423027	01/02/2015	40	EA	PIN,QUICK RELEASE			T					
SPE5E715T3049	SPE5	5340012482878	56442577	01/02/2015	12	EA	STANDOFF,THREADED,S			T					
SPE5E715T3050	SPE5	5340012894475	56442583	01/02/2015	1	EA	BRACKET,MOUNTING			T					
SPE5E715T3051	SPE5	5340013205174	56442585	01/02/2015	13	EA	SHIELD,EXPANSION			T					
SPE5E715T3052	SPE5	5310000679232	56384042	01/02/2015	359	HD	WASHER,FLAT			T					
SPE5E715T3053	SPE5	5315015619284	56365831	01/02/2015	63	EA	PIN,RETAINING			T					
SPE5E715T3054	SPE5	5315016325970	56368663	01/02/2015	2	EA	PIN,STRAIGHT,HEADLE			T					
SPE5E715T3056	SPE5	5310001515430	56422674	01/02/2015	7110	EA	NUT,SELF-LOCKING,AS			T					
SPE5E715T3057	SPE5	5315011852775	56097452	01/02/2015	132	EA	PIN,STRAIGHT,HEADLE			T					
SPE5E715T3060	SPE5	5315010299655	56444875	01/02/2015	1	EA	PIN,QUICK RELEASE			T					
SPE5E715T3061	SPE5	5310011143737	56444825	01/02/2015	5	EA	WASHER,FLAT			T					
SPE5E715T3062	SPE5	5315014000493	56445017	01/02/2015	1	EA	PIN,TAPERED,PLAIN			T					
SPE5E715T3063	SPE5	5340015198174	56445018	01/02/2015	1	EA	PLATE ADAPTER ASSY			T					
SPE5E715T3064	SPE5	5310013533313	56444789	01/02/2015	3	EA	NUT,PLAIN,HEXAGON			T					
SPE5E715T3065	SPE5	5310013533314	56444787	01/02/2015	2	EA	NUT,PLAIN,HEXAGON			T					
SPE5E715T3066	SPE5	5310011230910	56444879	01/02/2015	94	EA	WASHER,FLAT			T					
SPE5E715T3067	SPE5	5340016072178	56251762	01/02/2015	1	EA	BOLT,LOCK			T					
SPE5E715T3068	SPE5	5315004526792	56445127	01/02/2015	2	EA	PIN SPECIAL			T					
SPE5E715T3069	SPE5	5315004659275	56483190	01/02/2015	1	EA	PIN,DRAG BRACE			T					
SPE5E715T3070	SPE5	5310015926539	56483189	01/02/2015	228	EA	WASHER,FLAT			T					
SPE5E815Q0298	SPE5	5310013390788	52774512	12/29/14	69	EA	WASHER,FLAT			Q					
SPE5E815Q0300	SPE5	5340014261656	52945981	12/29/14	24007	EA	CAP,PROTECTIVE,DUST			Q					
SPE5E815Q0303	SPE5	5331009522958	53068486	12/29/14	615	EA	O-RING			Q					
SPE5E815Q0304	SPE5	5310011376955	54914737	12/28/14	2000	EA	NUT,PLAIN,EXTENDED			Q					
SPE5E815T2894	SPE5	5331013975080	56202028	12/26/14	110	EA	O-RING			T					
SPE5E815T3102	SPE5	5355012872722	56266630	12/26/14	426	EA	KNOB			T					
SPE5E815T3161	SPE5	5331011212761	56281649	12/26/14	343	EA	O-RING			T					
SPE5E815T3168	SPE5	5340010541768	56251384	12/26/14	1	EA	HINGE,BUTT			T					
SPE5E815T3169	SPE5	5310010405873	56251380	12/26/14	2	EA	WASHER,FLAT			T					
SPE5E815T3176	SPE5	5355010272505	56286897	12/26/14	1	EA	POINTER,DIAL			T					
SPE5E815T3177	SPE5	5310010702995	56247630	12/26/14	1	EA	NUT,PLAIN,CONE SEAT			T					
SPE5E815T3178	SPE5	5310001436488	56251800	12/26/14	27	EA	WASHER,KEY			T					
SPE5E815T3180	SPE5	5331015785627	56270878	12/26/14	1	EA	O-RING			T					
SPE5E815T3181	SPE5	5340014769166	56251729	12/26/14	1	EA	BRACKET,MOUNTING			T					
SPE5E815T3183	SPE5	5310123562782	56270587	12/26/14	88	EA	WASHER,FLAT			T					
SPE5E815T3184	SPE5	5310015896676	56251717	12/26/14	1	EA	NUT,PLAIN,HEXAGON			T					
SPE5E815T3185	SPE5	5310015996052	56247772	12/26/14	11	EA	NUT,SELF-LOCKING,HE			T					
SPE5E815T3204	SPE5	5331016269998	54950949	12/26/14	1	EA	O-RING			T					
SPE5E815T3212	SPE5	5306012519188	55959122	12/26/14	1516	EA	BOLT,MACHINE			T					
SPE5E815T3221	SPE5	5310014940154	56298416	12/26/14	227	EA	WASHER,LOCK			T					
SPE5E815T3232	SPE5	5310013710171	56287280	12/26/14	10	EA	NUT,SELF-LOCKING,CL			T					
SPE5E815T3233	SPE5	5331015120636	56287275	12/26/14	1	EA	O-RING			T					
SPE5E815T3237	SPE5	5331016224314	55682160	12/26/14	1	EA	O-RING			T					
SPE5E815T3240	SPE5	5331015255615	56276859	12/26/14	10	EA	O-RING			T					
SPE5E815T3247	SPE5	5330011263476	56290221	12/26/14	1	EA	PACKING,PREFORMED			T					
SPE5E815T3256	SPE5	5355011345864	56319406	12/26/14	25	EA	POINTER,DIAL			T					
SPE5E815T3260	SPE5	5355011670210	56319374	12/26/14	95	EA	KNOB			T					
SPE5E815T3261	SPE5	5310012097252	56319560	12/26/14	27	EA	NUT,PLAIN,ROUND			T					
SPE5E815T3264	SPE5	5310013634886	56320142	12/26/14	7	EA	NUT,SELF-LOCKING,PL			T					
SPE5E815T3268	SPE5	5310004529780	56322496	12/26/14	100	EA	WASHER,FLAT			T					
SPE5E815T3273	SPE5	5310001131494	55958256	12/26/14	12500	EA	WASHER,FLAT			T					
SPE5E815T3275	SPE5	5310144184068	55986574	12/26/14	1563	EA	NUT,PLAIN,HEXAGON			T					
SPE5E815T3276	SPE5	5331012538219	55997990	12/26/14	2	EA	O-RING			T					
SPE5E815T3279	SPE5	5310008228996	55958789	12/26/14	16667	EA	WASHER,FLAT			T					
SPE5E815T3287	SPE5	5310005845277	56287032	12/26/14	78	EA	NUT,SELF-LOCKING,PL			T					
SPE5E815T3721	SPE5	5355007810319	56476401	01/02/2015	100	EA	KNOB			T					
SPE5E815T3722	SPE5	5331012036825	56476615	01/02/2015	6	EA	O-RING			T					
SPE5E815T3723	SPE5	5331010584018	56476413	01/02/2015	10	EA	O-RING			T					
SPE5E815T3724	SPE5	5310016325388	56368877	01/02/2015	63	EA	NUT,PLAIN,HEXAGON			T					
SPE5E815T3725	SPE5	5310015776459	55669142	01/02/2015	6	EA	WASHER,FLAT			T					
SPE5E815T3726	SPE5	5340010119869	56282122	01/02/2015	27	EA	BUMPER			T					
SPE5E815T3727	SPE5	5310010512360	56459381	01/02/2015	2000	EA	WASHER,FLAT			T					
SPE5E815T3728	SPE5	5331007224995	56407285	01/02/2015	3847	EA	O-RING			T					
SPE5E815T3729	SPE5	5340010978270	56298807	01/02/2015	188	EA	HANDLE,BOW			T					
SPE5E815T3730	SPE5	5331012194179	56454599	01/02/2015	410	EA	O-RING			T					
SPE5E815T3731	SPE5	5310016099971	56287291	01/02/2015	1	EA	WASHER,SEAL			T					
SPE5E815T3732	SPE5	5340014759269	56368610	01/02/2015	8	EA	CLAMP,SYNCHRO			T					
SPE5E815T3733	SPE5	5331014332678	56274676	01/02/2015	2	EA	O-RING			T					
SPE5E815T3734	SPE5	5331014750341	56442590	01/02/2015	2	EA	O-RING			T					
SPE5E815T3735	SPE5	5310010164284	56383437	01/02/2015	38	EA	NUT			T					
SPE5E815T3736	SPE5	5331005484334	56458748	01/02/2015	172	EA	O-RING			T					
SPE5E815T3737	SPE5	5331005841118	56368715	01/02/2015	3572	EA	O-RING			T					
SPE5E815T3738	SPE5	5340016326570	56367400	01/02/2015	25	EA	CAP,PROTECTIVE,DUST			T					
SPE5E815T3739	SPE5	5310016327970	56367234	01/02/2015	13	EA	NUT,PLAIN,HEXAGON			T					
SPE5E815T3740	SPE5	5310016157859	55280965	01/02/2015	2	EA	WASHER,SEAL			T					
SPE5E815T3741	SPE5	5355015597566	55530200	01/02/2015	5	EA	KNOB			T					
SPE5E815T3742	SPE5	5310015986859	55280974	01/02/2015	1	EA	WASHER,FLAT			T					
SPE5E815T3743	SPE5	5340016302369	56365953	01/02/2015	8	EA	STRAP,RETAINING			T					
SPE5E815T3744	SPE5	5331016320270	56367889	01/02/2015	125	EA	O-RING			T					
SPE5E815T3745	SPE5	5355010037732	56423036	01/02/2015	31	EA	DIAL,SCALE			T					
SPE5E815T3746	SPE5	5310011244470	56319475	01/02/2015	598	EA	WASHER,RECESSED			T					
SPE5E815T3747	SPE5	5340012550969	55881590	01/02/2015	19	EA	COVER,ACCESS			T					
SPE5E815T3748	SPE5	5331009284528	56443064	01/02/2015	10	EA	O-RING			T					
SPE5E815T3749	SPE5	5310016151058	55280853	01/02/2015	1	EA	NUT,PLAIN,EXTENDED			T					
SPE5E815T3750	SPE5	5340014366469	55754276	01/02/2015	24	EA	BRACKET,MOUNTING			T					
SPE5E815T3751	SPE5	5340015992870	55787551	01/02/2015	4	EA	DOOR,ACCESS,GENERAL			T					
SPE5E815T3752	SPE5	5310010617985	55848802	01/02/2015	1480	EA	NUT,PLAIN,HEXAGON			T					
SPE5E815T3753	SPE5	5355016320562	56368445	01/02/2015	21	EA	POINTER,DIAL			T					
SPE5E815T3754	SPE5	5340014713769	56444757	01/02/2015	2	EA	BRACKET,MOUNTING			T					
SPE5E815T3755	SPE5	5310016157178	56387804	01/02/2015	300	EA	WASHER,FLAT			T					
SPE5E815T3756	SPE5	5340013839666	56444781	01/02/2015	4	EA	RETAINER,NUT AND BO			T					
SPE5E815T3758	SPE5	5310011804777	56444988	01/02/2015	30	EA	NUT,SELF-LOCKING,PL			T					
SPE5E815T3759	SPE5	5331012505262	56445045	01/02/2015	1	EA	O-RING			T					
SPE5E815T3760	SPE5	5310015760577	56222206	01/02/2015	2	EA	NUT			T					
SPE5E915Q0195	SPE5	5320014795711	54643379	12/31/14	158	EA	RIVET,BLIND			Q					
SPE5E915Q0197	SPE5	5340015272463	54819441	12/31/14	10	EA	HINGE,BUTT			Q					
SPE5E915Q0203	SPE5	5320015509777	56012641	01/05/2015	260	EA	PIN-RIVET			Q					
SPE5E915T1815	SPE5	5340010116561	56204228	12/26/14	25	EA	BRACKET,ANGLE			T					
SPE5E915T2014	SPE5	5320015919984	55614318	12/26/14	8	EA	PIN-RIVET			T					
SPE5E915T2022	SPE5	5320013391961	56281877	12/26/14	8410	EA	RIVET,BLIND			T					
SPE5E915T2029	SPE5	5320015648492	56251419	12/26/14	4	EA	PIN-RIVET			T					
SPE5E915T2033	SPE5	5320013499773	56270749	12/26/14	40	EA	PIN-RIVET			T					
SPE5E915T2044	SPE5	5320016266440	56234670	12/26/14	2002	EA	RIVET,SOLID			T					
SPE5E915T2048	SPE5	5340015634862	56267659	12/26/14	511	EA	HANDLE,BOW			T					
SPE5E915T2052	SPE5	5320014515041	56270452	12/26/14	120	EA	RIVET,SOLID			T					
SPE5E915T2057	SPE5	5320012434298	56298009	12/26/14	866	EA	RIVET,BLIND			T					
SPE5E915T2068	SPE5	5320003385671	56301654	12/26/14	60	EA	PIN-RIVET			T					
SPE5E915T2071	SPE5	5315015673001	56287361	12/26/14	1	EA	PIN,STRAIGHT,HEADED			T					
SPE5E915T2073	SPE5	5315003109931	56201567	12/26/14	440	EA	PIN,STRAIGHT,HEADED			T					
SPE5E915T2094	SPE5	5320016266437	56320003	12/26/14	1000	EA	RIVET,SOLID			T					
SPE5E915T2096	SPE5	5315015660413	56319879	12/26/14	7	EA	PIN,STRAIGHT,HEADLE			T					
SPE5E915T2101	SPE5	5315016256133	56320008	12/26/14	25	EA	PIN,STRAIGHT,HEADLE			T					
SPE5E915T2102	SPE5	5315016315124	56319187	12/26/14	32	EA	PIN,GROOVED,HEADED			T					
SPE5E915T2103	SPE5	5315121798844	56319311	12/26/14	147	EA	PIN,QUICK RELEASE			T					
SPE5E915T2104	SPE5	5340015971365	56320120	12/26/14	29	EA	HINGE,STRAP			T					
SPE5E915T2115	SPE5	5315016175526	56301933	12/26/14	6	EA	PIN,SPRING			T					
SPE5E915T2117	SPE5	5320014694519	56269250	12/26/14	66	EA	PIN-RIVET			T					
SPE5E915T2118	SPE5	5315012177119	56281825	12/26/14	9	EA	PIN,SHOULDER,HEADLE			T					
SPE5E915T2119	SPE5	5315000441318	56187308	12/26/14	4	EA	PIN,STRAIGHT,HEADLE			T					
SPE5E915T2120	SPE5	5340015634462	56297791	12/26/14	1400	EA	PLATE,MOUNTING			T					
SPE5E915T2122	SPE5	5315016025938	56159700	12/26/14	6	EA	PIN,QUICK RELEASE			T					
SPE5E915T2428	SPE5	5315007003011	56476608	01/02/2015	38	EA	PIN,GROOVED,HEADED			T					
SPE5E915T2429	SPE5	5315007003009	56476607	01/02/2015	20	EA	PIN,GROOVED,HEADED			T					
SPE5E915T2430	SPE5	5320015928394	56334387	01/02/2015	13	EA	PIN-RIVET			T					
SPE5E915T2431	SPE5	5315011688948	56251670	01/02/2015	12	EA	PIN,STRAIGHT,HEADLE			T					
SPE5E915T2432	SPE5	5320011409934	56458395	01/02/2015	3052	EA	PIN-RIVET			T					
SPE5E915T2433	SPE5	5320013352969	56320101	01/02/2015	833	EA	PIN-RIVET			T					
SPE5E915T2434	SPE5	5320013566172	56322939	01/02/2015	10	LB	RIVET,SOLID			T					
SPE5E915T2435	SPE5	5315015985702	56442425	01/02/2015	2	EA	PIN,LOCK			T					
SPE5E915T2436	SPE5	5320015928601	56442383	01/02/2015	2	EA	PIN-RIVET			T					
SPE5E915T2438	SPE5	5320003693800	55848359	01/02/2015	242	EA	RIVET,BLIND			T					
SPE5E915T2439	SPE5	5315015264021	56369426	01/02/2015	42	EA	PIN,STRAIGHT,HEADLE			T					
SPE5E915T2440	SPE5	5315002800123	56444880	01/02/2015	3	EA	PIN,STRAIGHT,HEADED			T					
SPE5E915T2441	SPE5	5320003408491	56445124	01/02/2015	10	EA	PIN-RIVET			T					
SPE5E915T2442	SPE5	5320002883487	56445047	01/02/2015	51	EA	PIN-RIVET			T					
SPE5E915T2446	SPE5	5320013391977	56445078	01/02/2015	10	EA	RIVET,BLIND			T					
SPE5E915T2447	SPE5	5320012189862	56444982	01/02/2015	3	LB	RIVET,SOLID			T					
SPE5E915T2448	SPE5	5315011742626	56444882	01/02/2015	25	EA	KEY,MACHINE			T					
SPE5E915T2449	SPE5	5320015894718	56445128	01/02/2015	3	EA	PIN-RIVET			T					
SPE5E915T2450	SPE5	5315011912928	56444927	01/02/2015	8	EA	KEY,MACHINE			T					
SPE5E915T2451	SPE5	5320016199008	56365063	01/02/2015	1250	EA	PIN-RIVET			T					
SPE5E915T2452	SPE5	5320012872962	56437985	01/02/2015	214	LB	RIVET,SOLID			T					
SPE5E915T2453	SPE5	5320016320574	56368443	01/02/2015	4167	EA	RIVET,BLIND			T					
SPE5E915U0012	SPE5	5320003676734	56197705	01/02/2015	270	EA	PIN-RIVET			U					
SPE5E915U0013	SPE5	5340015373762	55373632	01/02/2015	195	EA	CASTER,SWIVEL			U					
SPE5EC15Q0135	SPE5	5310003678805	53677881	01/08/2015	4301	EA	NUT,PLAIN,HEXAGON			Q					
SPE5EC15T0281	SPE5	5330013909092	55950886	01/02/2015	4	EA	GASKET			T					
SPE5EC15T0282	SPE5	5360011197289	56251515	01/02/2015	1	EA	SPRING,HELICAL,COMP			T					
SPE5EC15T0283	SPE5	5340015137580	56339703	01/02/2015	1	EA	BRACKET,ANGLE			T					
SPE5EC15T0284	SPE5	5325014666882	56412569	01/02/2015	150	EA	RING,RETAINING			T					
SPE5EJ15T2770	SPE5	5340010782694	56234413	12/26/14	6	EA	CLAMP,LOOP			T					
SPE5EJ15T2831	SPE5	5330014383224	56266391	12/26/14	1033	EA	GASKET			T					
SPE5EJ15T2896	SPE5	5360005497511	56270464	12/26/14	1	EA	SPRING,HELICAL,COMP			T					
SPE5EJ15T2904	SPE5	5330009472626	56270788	12/26/14	1	EA	GASKET			T					
SPE5EJ15T2916	SPE5	5330010097222	56282170	12/26/14	120	EA	GASKET			T					
SPE5EJ15T2930	SPE5	5330015780141	56251806	12/26/14	1	EA	SEAL,NONMETALLIC SP			T					
SPE5EJ15T2931	SPE5	5330016229434	56247792	12/26/14	2	EA	SEAL,NONMETALLIC SP			T					
SPE5EJ15T2935	SPE5	5360008870401	56298898	12/26/14	45	EA	SPRING,SPECIAL			T					
SPE5EJ15T2943	SPE5	5330002615802	56076445	12/26/14	145	SH	CORK SHEET			T					
SPE5EJ15T2946	SPE5	5330008834120	56301657	12/26/14	6	EA	GASKET			T					
SPE5EJ15T2955	SPE5	5330012276413	55737150	12/26/14	2500	EA	PACKING,PREFORMED			T					
SPE5EJ15T2963	SPE5	5360004799911	56269779	12/26/14	150	EA	SPRING,HELICAL,COMP			T					
SPE5EJ15T2964	SPE5	5330013543734	56298186	12/26/14	58	EA	GASKET			T					
SPE5EJ15T2965	SPE5	5360011579921	56289117	12/26/14	10	EA	SPRING,FLAT			T					
SPE5EJ15T2967	SPE5	5330015073339	56286877	12/26/14	1	EA	GASKET			T					
SPE5EJ15T2977	SPE5	5360011290903	56319601	12/26/14	65	EA	SPRING,HELICAL,COMP			T					
SPE5EJ15T2991	SPE5	5330014779623	56301888	12/26/14	2	EA	GASKET			T					
SPE5EJ15T2993	SPE5	5330010922121	56267131	12/26/14	945	EA	PACKING ASSEMBLY			T					
SPE5EJ15T2996	SPE5	5330011708034	56327431	12/26/14	880	EA	PACKING WITH RETAIN			T					
SPE5EJ15T3394	SPE5	5330010476311	56476417	01/02/2015	2	EA	GASKET			T					
SPE5EJ15T3395	SPE5	5340010394399	56469158	01/02/2015	6	EA	HOLDER,DOOR			T					
SPE5EJ15T3396	SPE5	5360004459908	52985638	01/02/2015	1667	EA	SPRING,HELICAL,COMP			T					
SPE5EJ15T3397	SPE5	5330012908430	56367484	01/02/2015	108	EA	GASKET			T					
SPE5EJ15T3398	SPE5	5330010958509	56457454	01/02/2015	4	KT	SEAL KIT			T					
SPE5EJ15T3399	SPE5	5330012867630	56367390	01/02/2015	10	KT	PARTS KIT,SEAL REPL			T					
SPE5EJ15T3400	SPE5	5330014697610	56458438	01/02/2015	12	EA	GASKET			T					
SPE5EJ15T3401	SPE5	5330014924433	56458801	01/02/2015	30	EA	GASKET			T					
SPE5EJ15T3402	SPE5	5330012099425	56454832	01/02/2015	10	EA	GASKET			T					
SPE5EJ15T3403	SPE5	5330014856834	56437727	01/02/2015	305	EA	PACKING,PREFORMED			T					
SPE5EJ15T3404	SPE5	5330015401434	56458453	01/02/2015	29	EA	SEAL,NONMETALLIC ST			T					
SPE5EJ15T3405	SPE5	5330014744023	56442589	01/02/2015	2	EA	SEAL RING,METAL			T					
SPE5EJ15T3406	SPE5	5330014394513	56442494	01/02/2015	1	EA	GASKET			T					
SPE5EJ15T3407	SPE5	5330010317720	56298721	01/02/2015	4073	EA	GLAND			T					
SPE5EJ15T3408	SPE5	5340013726498	54884844	01/02/2015	10	EA	BRACKET,MOUNTING			T					
SPE5EJ15T3409	SPE5	5330016326631	56367396	01/02/2015	25	EA	RETAINER,PACKING			T					
SPE5EJ15T3410	SPE5	5330016147547	56349272	01/02/2015	1	EA	GASKET			T					
SPE5EJ15T3411	SPE5	5330001861331	56458051	01/02/2015	55	EA	GASKET			T					
SPE5EJ15T3412	SPE5	5330015829830	56458029	01/02/2015	24	EA	GASKET			T					
SPE5EJ15T3413	SPE5	5330011785846	56443070	01/02/2015	1	RO	TAPE,CLOTH,METAL SE			T					
SPE5EJ15T3414	SPE5	5330011544811	56444958	01/02/2015	16	EA	SEAL,NONMETALLIC SP			T					
SPE5EJ15T3415	SPE5	5340016065594	56444873	01/02/2015	1	EA	PLUNGER,QUICK RELEA			T					
SPE5EJ15U0018	SPE5	5330016234505	56320026	01/02/2015	147	RL	RUBBER STRIP			U					
SPE5EK15T0775	SPE5	5340010503209	55583876	12/26/14	12	EA	CLAMP,BRIDGE			T					
SPE5EK15T0915	SPE5	5340015775052	55650398	12/26/14	28	EA	LEVER,MANUAL CONTRO			T					
SPE5EK15T2480	SPE5	5340005220010	56200267	12/26/14	235	EA	CATCH,FLUSH			T					
SPE5EK15T2497	SPE5	5340007940719	56204209	12/26/14	101	EA	LATCH SET,MORTISE			T					
SPE5EK15T2787	SPE5	5340012541403	56281881	12/26/14	181	EA	BRACE,CORNER			T					
SPE5EK15T2788	SPE5	5340013464546	56281899	12/26/14	9	EA	SNAP HOOK			T					
SPE5EK15T2792	SPE5	5340015100415	56282281	12/26/14	30	EA	WHEEL,CASTER			T					
SPE5EK15T2794	SPE5	5340006803427	56270465	12/26/14	5	EA	CLAMP,LOOP			T					
SPE5EK15T2796	SPE5	5340015600019	56251417	12/26/14	11	EA	COVER,ACCESS			T					
SPE5EK15T2799	SPE5	5340015789313	55785690	12/26/14	11	EA	PLATE,MOUNTING			T					
SPE5EK15T2803	SPE5	5340003190510	56270748	12/26/14	1	EA	SEAT,HELICAL COMPRE			T					
SPE5EK15T2817	SPE5	5340014562634	55880868	12/26/14	22	EA	COVER,ACCESS			T					
SPE5EK15T2822	SPE5	5340011303323	56267788	12/26/14	4	EA	CLEVIS,ROD END			T					
SPE5EK15T2826	SPE5	5340015935727	56099804	12/26/14	1	EA	BRACKET,MOUNTING			T					
SPE5EK15T2834	SPE5	5340008553255	56298890	12/26/14	1513	EA	CLEVIS,ROD END			T					
SPE5EK15T2835	SPE5	5340011624120	56297916	12/26/14	508	EA	CLAMP,LOOP			T					
SPE5EK15T2862	SPE5	5340010841619	56160943	12/26/14	5	EA	BUTTON,PLUG			T					
SPE5EK15T2878	SPE5	5340014632417	56319765	12/26/14	9	EA	PLATE,MOUNTING,FLAT			T					
SPE5EK15T2883	SPE5	5340015503814	56320292	12/26/14	3	EA	HINGE,BUTT			T					
SPE5EK15T2886	SPE5	5340015508350	56320269	12/26/14	3	EA	HINGE,BUTT			T					
SPE5EK15T2895	SPE5	5340003404848	56322493	12/26/14	7	EA	CLAMP,LOOP			T					
SPE5EK15T2898	SPE5	5340002915322	56294009	12/26/14	4	EA	CLAMP,LOOP			T					
SPE5EK15T2901	SPE5	5340013446821	56201781	12/26/14	2000	EA	CLAMP,LOOP			T					
SPE5EK15T3294	SPE5	5340007002534	56476602	01/02/2015	5	EA	LEVER,MANUAL CONTRO			T					
SPE5EK15T3295	SPE5	5340011289554	56439371	01/02/2015	200	EA	PLUG,PROTECTIVE,DUS			T					
SPE5EK15T3296	SPE5	5340011605834	56438636	01/02/2015	1	AY	COVER,ACCESS			T					
SPE5EK15T3297	SPE5	5340009004217	56442497	01/02/2015	30	EA	STRAP,RETAINING			T					
